,Unnamed: 0.1,id_global,ba_ID,ba_away score,ba_home score,ba_league,ba_odds_away_bet365,ba_odds_away_cloudbet,ba_odds_home_bet365,ba_odds_home_cloudbet,ba_player_0,ba_player_1,ba_time,ba_win,cb_away.abbreviation,cb_away.key,cb_away.name,cb_away.nationality,cb_away.researchId,cb_cutoffTime,cb_home.abbreviation,cb_home.key,cb_home.name,cb_home.nationality,cb_home.researchId,cb_id,cb_id_global,cb_key,cb_maxStake_away,cb_maxStake_home,cb_metadata.opinion,cb_metadata.opinions.period=game1.outcomes,cb_metadata.opinions.period=game2.outcomes,cb_metadata.opinions.period=game3.outcomes,cb_metadata.opinions.period=game4.outcomes,cb_metadata.opinions.period=game5.outcomes,cb_metadata.opinions.period=set1.outcomes,cb_metadata.opinions.period=set2.outcomes,cb_metadata.opinions.period=set3.outcomes,cb_metadata.opinions.period=set4.outcomes,cb_metadata.opinions.period=set5.outcomes,cb_minStake_away,cb_minStake_home,cb_name,cb_price_away,cb_price_home,cb_probability_away,cb_probability_home,cb_sequence,cb_slug,cb_status,cb_tournament,cb_type,sc_awayScore.current,sc_awayScore.period1,sc_awayScore.period2,sc_awayScore.period3,sc_awayScore.period4,sc_awayScore.period5,sc_awayTeam.id,sc_awayTeam.name,sc_awayTeam.nameCode,sc_awayTeam.slug,sc_customId,sc_homeScore.current,sc_homeScore.period1,sc_homeScore.period2,sc_homeScore.period3,sc_homeScore.period4,sc_homeScore.period5,sc_homeTeam.id,sc_homeTeam.name,sc_homeTeam.nameCode,sc_homeTeam.slug,sc_id,sc_slug,sc_slug2,sc_startTimestamp,sc_status.description,sc_status.type,sc_tournament.slug,sc_winnerCode,tg_pks_EV,tg_pks_Moneyline,tg_pks_Player1,tg_pks_Player2,tg_pks_Series,tg_pks_Start Time,tg_pks_Wager,tg_pks_Winner,tg_pks_odds,tg_pks_p,tg_pks_p(EV>0),tg_prob_player1,tg_prob_player1_odds,tg_prob_player1_prob,tg_prob_player2,tg_prob_player2_odds,tg_prob_player2_prob,tg_prob_start_time,cb_to_predict,winner,Unnamed: 0,time,player_0,player_1,price_home,price_away,stake_home,stake_away,prob_home,prob_away,tournament_factor,result_bet_cumsum,result_inv_cumsum,earn_bet,pick,profit,cumsum_profit
0,0.0,2024-10-20_12:00:00-grohsgott-vitrovyj,,,,,,,,,,,,,VIT,c1d1c65-oleg-vitrovyj,Oleg Vitrovyj,CZE,,2024-10-20 12:00:00,GRO,c1d07d9-jiri-grohsgott,Jiri Grohsgott,CZE,,25876597.0,2024-10-20_12:00:00-grohsgott-vitrovyj,c1d07d9-jiri-grohsgott-v-c1d1c65-oleg-vitrovyj,14.6608,411.6,[],,,,,,,,,,,0.1,0.1,Jiri Grohsgott v Oleg Vitrovyj,4.93,1.14,0.188,0.812,5.0,grohsgott-vitrovyj,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,3.0,11.0,8.0,9.0,11.0,11.0,525387.0,Vitrovyj O.,VIT,vitrovyj-oleg,RfjesMhke,2.0,8.0,11.0,11.0,7.0,6.0,522792.0,Grohsgott J.,GRO,grohsgott-jiri,13008080.0,vitrovyj-grohsgott,grohsgott-vitrovyj,2024-10-20 12:00:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,110518,2024-10-20 12:00:00,grohsgott-jiri,vitrovyj-oleg,1.14,4.93,0.0,50.0,60.167007745732384,39.832992254267616,czech-liga-pro_.73,,,,,196.5,196.5
1,1.0,2024-10-28_07:00:00-syroha-strnad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,12.0,11.0,11.0,11.0,412635.0,Strnad J.,STR,strnad-jaroslav-1964,KcpdstDDd,2.0,7.0,14.0,6.0,13.0,7.0,446418.0,Syroha M.,SYR,syroha-michal,13040678.0,syroha-strnad,syroha-strnad,2024-10-28 07:00:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,111865,2024-10-28 07:00:00,syroha-michal,strnad-jaroslav,4.17,1.19,50.0,0.0,46.83464528029022,53.16535471970978,czech-liga-pro_.73,,,,,-50.0,146.5
2,2.0,2024-10-28_09:30:00-strnad-hejduk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,11.0,11.0,,,423791.0,Hejduk A.,HEJ,hejduk-alexander,KcpdsQAud,0.0,7.0,9.0,8.0,,,412635.0,Strnad J.,STR,strnad-jaroslav-1964,13040704.0,hejduk-strnad,strnad-hejduk,2024-10-28 09:30:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,111886,2024-10-28 09:30:00,strnad-jaroslav,hejduk-alexander,1.29,3.3,0.0,50.0,37.80116661999296,62.19883338000704,czech-liga-pro_.73,,,,,115.0,261.5
3,3.0,2024-10-29_13:30:00-kotil-travnik,,,,,,,,,,,,,TRA,c1a9d51-milan-travnik,Milan Travnik,CZE,,2024-10-29 13:30:00,KOT,c1a9303-miloslav-kotil,Miloslav Kotil,CZE,,26011724.0,2024-10-29_13:30:00-kotil-travnik,c1a9303-miloslav-kotil-v-c1a9d51-milan-travnik,10.32528,720.3,[],,,,,,,,,,,0.1,0.1,Miloslav Kotil v Milan Travnik,6.58,1.08,0.141,0.859,4.0,kotil-travnik,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,3.0,11.0,8.0,11.0,11.0,,481716.0,Travnik M.,TRA,travnik-milan,GoRdsqJRd,1.0,9.0,11.0,7.0,8.0,,480731.0,Kotil M.,KOT,kotil-miloslav,13045958.0,travnik-kotil,kotil-travnik,2024-10-29 13:30:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,112198,2024-10-29 13:30:00,kotil-miloslav,travnik-milan,1.08,6.58,0.0,50.0,66.33727579216229,33.66272420783772,czech-liga-pro_.73,,,,,279.0,540.5
4,0.0,2024-10-22_02:00:00-sulava-regner,,,,,,,,,,,,,REG,c1a961f-tomas-regner,Tomas Regner,CZE,,2024-10-22 02:00:00,SUL,cfbb53-lubor-sulava,Lubor Sulava,CZE,,25892005.0,2024-10-22_02:00:00-sulava-regner,cfbb53-lubor-sulava-v-c1a961f-tomas-regner,14.6608,411.6,[],,,,,,,,,,,0.1,0.1,Lubor Sulava v Tomas Regner,4.93,1.14,0.188,0.812,10.0,sulava-regner,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,1.0,12.0,8.0,9.0,5.0,,481160.0,Regner T.,REG,regner-tomas,uaodskyRd,3.0,10.0,11.0,11.0,11.0,,410019.0,Sulava L.,SUL,sulava-lubor,13014565.0,regner-sulava,sulava-regner,2024-10-22 02:00:00,Ended,finished,czech-liga-pro,1.0,,,,,,,,,,,,,,,,,,,,0.0,110982,2024-10-22 02:00:00,sulava-lubor,regner-tomas,1.14,4.93,0.0,17.831326892751033,67.69960303649106,32.300396963508945,czech-liga-pro_.9,,,,,-17.831326892751033,-17.831326892751033
5,1.0,2024-10-22_07:00:00-vanek-ruzicka,,,,,,,,,,,,,RUZ,c1aba20-jan-ruzicka,Jan Ruzicka,CZE,,2024-10-22 07:00:00,VAN,c1ac25b-josef-vanek,Josef Vanek,CZE,,25907050.0,2024-10-22_07:00:00-vanek-ruzicka,c1ac25b-josef-vanek-v-c1aba20-jan-ruzicka,42.36932,108.72316,[],,,,,,,,,,,0.1,0.1,Josef Vanek v Jan Ruzicka,2.36,1.53,0.393,0.607,7.0,vanek-ruzicka,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,0.0,8.0,7.0,4.0,,,483152.0,Ruzicka J.,RUZ,ruzicka-jan,cnTdsRtTd,3.0,11.0,11.0,11.0,,,483442.0,Vanek J.,VAN,vanek-josef,13014580.0,vanek-ruzicka,vanek-ruzicka,2024-10-22 07:00:00,Ended,finished,czech-liga-pro,1.0,,,,,,,,,,,,,,,,,,,,0.0,110993,2024-10-22 07:00:00,vanek-josef,ruzicka-jan,1.53,2.36,0.0,5.308023834818502,47.28728851391478,52.71271148608522,czech-liga-pro_.9,,,,,-5.308023834818502,-23.139350727569536
6,2.0,2024-10-22_12:00:00-pozarsky-pagac,,,,,,,,,,,,,PAG,c1a92ce-zbynek-pagac,Zbynek Pagac,CZE,,2024-10-22 12:00:00,POZ,cfb235-jiri-pozarsky,Jiri Pozarsky,CZE,,25919999.0,2024-10-22_12:00:00-pozarsky-pagac,cfb235-jiri-pozarsky-v-c1a92ce-zbynek-pagac,711.40552,80.36784,[],,,,,,,,,,,0.1,0.1,Jiri Pozarsky v Zbynek Pagac,1.27,3.39,0.727,0.273,11.0,pozarsky-pagac,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,3.0,11.0,11.0,11.0,,,480734.0,Pagac Z.,PAG,pagac-zbynek,VWndsJoRd,0.0,8.0,8.0,8.0,,,409845.0,Pozarsky J.,POZ,pozarsky-jiri,13015855.0,pagac-pozarsky,pozarsky-pagac,2024-10-22 12:00:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,111057,2024-10-22 12:00:00,pozarsky-jiri,pagac-zbynek,3.39,1.27,17.816401935033618,0.0,42.09989006959586,57.90010993040414,czech-liga-pro_.9,,,,,-17.816401935033618,-40.95575266260315
7,3.0,2024-10-22_12:30:00-sucharda-zuzanek,,,,,,,,,,,,,ZUZ,c15a358-jiri-zuzanek,Jiri Zuzanek,CZE,,2024-10-22 12:30:00,SUC,cfbebc-jan-sucharda,Jan Sucharda,CZE,,25906991.0,2024-10-22_12:30:00-sucharda-zuzanek,cfbebc-jan-sucharda-v-c15a358-jiri-zuzanek,48.8334,94.46416,[],,,,,,,,,,,0.1,0.1,Jan Sucharda v Jiri Zuzanek,2.18,1.61,0.425,0.575,6.0,sucharda-zuzanek,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,3.0,11.0,11.0,11.0,,,458743.0,Zuzanek J.,ZUZ,zuzanek-jiri,NcodsTzId,0.0,6.0,3.0,6.0,,,410138.0,Sucharda J.,SUC,sucharda-jan,13014616.0,zuzanek-sucharda,sucharda-zuzanek,2024-10-22 12:30:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,110782,2024-10-22 12:30:00,sucharda-jan,zuzanek-jiri,1.61,2.18,0.0,7.870302431248214,42.7096753511508,57.2903246488492,czech-liga-pro_.9,,,,,9.286956868872895,-31.668795793730258
8,4.0,2024-10-22_18:30:00-boruvka-zajicek,,,,,,,,,,,,,ZAJ,cfb795-jan-zajicek,Jan Zajicek,CZE,,2024-10-22 18:30:00,BOR,cfb792-jakub-boruvka,Jakub Boruvka,CZE,,25907004.0,2024-10-22_18:30:00-boruvka-zajicek,cfb792-jakub-boruvka-v-cfb795-jan-zajicek,21.74424,240.1,[],,,,,,,,,,,0.1,0.1,Jakub Boruvka v Jan Zajicek,3.65,1.24,0.254,0.746,10.0,boruvka-zajicek,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,1.0,11.0,7.0,3.0,8.0,,409925.0,Zajicek J.,ZAJ,zajicek-jan,AYndsEYnd,3.0,6.0,11.0,11.0,11.0,,409929.0,Boruvka J.,BOR,boruvka-jakub,13014648.0,boruvka-zajicek,boruvka-zajicek,2024-10-22 18:30:00,Ended,finished,czech-liga-pro,1.0,,,,,,,,,,,,,,,,,,,,0.0,110797,2024-10-22 18:30:00,boruvka-jakub,zajicek-jan,1.24,3.65,0.0,5.195004589971781,63.50052301621023,36.49947698378977,czech-liga-pro_.9,,,,,-5.195004589971781,-36.86380038370204
9,5.0,2024-10-22_22:00:00-kubat-strnad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,11.0,11.0,,,409911.0,Strnad J.,STR,strnad-jaroslav,lYndsWjod,0.0,9.0,6.0,5.0,,,410496.0,Kubat V.,KUB,kubat-vladimir,13017476.0,kubat-strnad,kubat-strnad,2024-10-22 22:00:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,111127,2024-10-22 22:00:00,kubat-vladimir,strnad-jaroslav,1.66,2.09,0.0,13.792211687772792,39.225209027003295,60.77479097299671,czech-liga-pro_.9,,,,,15.03351073967234,-21.830289644029698
10,6.0,2024-10-23_06:30:00-sulava-hruska,,,,,,,,,,,,,HRU,ccd34d-vaclav-hruska,Vaclav Hruska,CZE,,2024-10-23 06:30:00,SUL,cfbb53-lubor-sulava,Lubor Sulava,CZE,,25921196.0,2024-10-23_06:30:00-sulava-hruska,cfbb53-lubor-sulava-v-ccd34d-vaclav-hruska,63.32172,72.03,[],,,,,,,,,,,0.1,0.1,Lubor Sulava v Vaclav Hruska,1.91,1.8,0.485,0.515,6.0,sulava-hruska,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,3.0,11.0,6.0,11.0,8.0,13.0,398486.0,Hruska V.,HRU,hruska-vaclav,Lujdsuaod,2.0,3.0,11.0,3.0,11.0,11.0,410019.0,Sulava L.,SUL,sulava-lubor,13018157.0,sulava-hruska,sulava-hruska,2024-10-23 06:30:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,111139,2024-10-23 06:30:00,sulava-lubor,hruska-vaclav,1.8,1.91,0.0,7.703677503829529,35.82594837810164,64.17405162189836,czech-liga-pro_.9,,,,,7.010346528484871,-14.819943115544827
11,7.0,2024-10-23_08:30:00-sudek-barta,,,,,,,,,,,,,BAR,c1abaec-tomas-barta,Tomas Barta,CZE,,2024-10-23 08:30:00,SUD,cfcf4f-petr-sudek,Petr Sudek,CZE,,25921087.0,2024-10-23_08:30:00-sudek-barta,cfcf4f-petr-sudek-v-c1abaec-tomas-barta,25.05272,198.70284,[],,,,,,,,,,,0.1,0.1,Petr Sudek v Tomas Barta,3.3,1.29,0.281,0.719,8.0,sudek-barta,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,1.0,10.0,10.0,11.0,2.0,,483153.0,Barta T.,BAR,barta-tomas,NiodsdnTd,3.0,12.0,12.0,5.0,11.0,,410438.0,Sudek P.,SUD,sudek-petr,13018179.0,barta-sudek,sudek-barta,2024-10-23 08:30:00,Ended,finished,czech-liga-pro,1.0,,,,,,,,,,,,,,,,,,,,0.0,111151,2024-10-23 08:30:00,sudek-petr,barta-tomas,1.29,3.3,0.0,8.31271242045155,59.28359534075862,40.71640465924138,czech-liga-pro_.9,,,,,-8.31271242045155,-23.132655535996378
12,8.0,2024-10-23_11:00:00-lovl-ruzicka,,,,,,,,,,,,,RUZ,c1aba20-jan-ruzicka,Jan Ruzicka,CZE,,2024-10-23 11:00:00,LOV,c1a961d-jan-lovl,Jan Lovl,CZE,,25921183.0,2024-10-23_11:00:00-lovl-ruzicka,c1a961d-jan-lovl-v-c1aba20-jan-ruzicka,29.70184,164.64,[],,,,,,,,,,,0.1,0.1,Jan Lovl v Jan Ruzicka,2.94,1.35,0.315,0.685,6.0,lovl-ruzicka,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,3.0,11.0,11.0,11.0,,,483152.0,Ruzicka J.,RUZ,ruzicka-jan,hyRdscnTd,0.0,6.0,7.0,5.0,,,481157.0,Lovl J.,LOV,lovl-jan,13018195.0,ruzicka-lovl,lovl-ruzicka,2024-10-23 11:00:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,111155,2024-10-23 11:00:00,lovl-jan,ruzicka-jan,1.35,2.94,0.0,19.16096268105557,52.860636952393605,47.1393630476064,czech-liga-pro_.9,,,,,37.172267601247796,14.039612065251418
13,9.0,2024-10-23_15:30:00-briza-janata,,,,,,,,,,,,,JAN,c1ad409-tomas-janata,Tomas Janata,CZE,,2024-10-23 15:30:00,BRI,c16326e-frantisek-briza,Frantisek Briza,CZE,,25921135.0,2024-10-23_15:30:00-briza-janata,c16326e-frantisek-briza-v-c1ad409-tomas-janata,46.0992,101.09288,[],,,,,,,,,,,0.1,0.1,Frantisek Briza v Tomas Janata,2.25,1.57,0.411,0.589,6.0,briza-janata,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,0.0,9.0,7.0,8.0,,,484525.0,Janata T.,JAN,janata-tomas,hVIdsAPTd,3.0,11.0,11.0,11.0,,,459757.0,Briza F.,BRI,briza-frantisek,13018220.0,janata-briza,briza-janata,2024-10-23 15:30:00,Ended,finished,czech-liga-pro,1.0,,,,,,,,,,,,,,,,,,,,0.0,111175,2024-10-23 15:30:00,briza-frantisek,janata-tomas,1.57,2.25,0.0,9.720903487560468,43.74427129765747,56.25572870234253,czech-liga-pro_.9,,,,,-9.720903487560468,4.31870857769095
14,10.0,2024-10-23_16:00:00-janata-cermak,,,,,,,,,,,,,CER,cfde47-vladimir-cermak,Vladimir Cermak,CZE,,2024-10-23 16:00:00,JAN,c1ad409-tomas-janata,Tomas Janata,CZE,,25921123.0,2024-10-23_16:00:00-janata-cermak,c1ad409-tomas-janata-v-cfde47-vladimir-cermak,240.1,21.74424,[],,,,,,,,,,,0.1,0.1,Tomas Janata v Vladimir Cermak,1.24,3.65,0.746,0.254,6.0,janata-cermak,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,3.0,11.0,11.0,11.0,,,410612.0,Cermak V.,CER,cermak-vladimir,mmodsAPTd,0.0,8.0,5.0,8.0,,,484525.0,Janata T.,JAN,janata-tomas,13018224.0,janata-cermak,janata-cermak,2024-10-23 16:00:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,111178,2024-10-23 16:00:00,janata-tomas,cermak-vladimir,3.65,1.24,6.420484135996001,0.0,36.96654706588852,63.03345293411148,czech-liga-pro_.9,,,,,-6.420484135996001,-2.101775558305051
15,11.0,2024-10-23_16:30:00-vogel-briza,,,,,,,,,,,,,BRI,c16326e-frantisek-briza,Frantisek Briza,CZE,,2024-10-23 16:30:00,VOG,c1cf44e-jakub-vogel,Jakub Vogel,CZE,,25921121.0,2024-10-23_16:30:00-vogel-briza,c1cf44e-jakub-vogel-v-c16326e-frantisek-briza,164.64,29.70184,[],,,,,,,,,,,0.1,0.1,Jakub Vogel v Frantisek Briza,1.35,2.94,0.685,0.315,6.0,vogel-briza,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,0.0,8.0,4.0,6.0,,,459757.0,Briza F.,BRI,briza-frantisek,hVIdslYhe,3.0,11.0,11.0,11.0,,,519911.0,Vogel J.,VOG,vogel-jakub,13018231.0,vogel-briza,vogel-briza,2024-10-23 16:30:00,Ended,finished,czech-liga-pro,1.0,,,,,,,,,,,,,,,,,,,,0.0,111238,2024-10-23 16:30:00,vogel-jakub,briza-frantisek,2.94,1.35,65.90300714788307,0.0,52.975794348795006,47.024205651204994,czech-liga-pro_.9,,,,,127.85183386689314,125.7500583085881
16,12.0,2024-10-23_18:00:00-malecek-bittner,,,,,,,,,,,,,BIT,cfeb42-martin-bittner,Martin Bittner,CZE,,2024-10-23 18:00:00,MAL,cfb6bb-ondrej-malecek,Ondrej Malecek,CZE,,25921258.0,2024-10-23_18:00:00-malecek-bittner,cfb6bb-ondrej-malecek-v-cfeb42-martin-bittner,97.50216,548.8,[],,,,,,,,,,,0.1,0.1,Ondrej Malecek v Martin Bittner,2.97,1.35,0.313,0.688,8.0,malecek-bittner,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,0.0,15.0,8.0,3.0,,,410899.0,Bittner M.,BIT,bittner-martin,lZndsZrod,3.0,17.0,11.0,11.0,,,409961.0,Malecek O.,MAL,malecek-ondrej,13018234.0,bittner-malecek,malecek-bittner,2024-10-23 18:00:00,Ended,finished,czech-liga-pro,1.0,,,,,,,,,,,,,,,,,,,,0.0,111245,2024-10-23 18:00:00,malecek-ondrej,bittner-martin,1.35,2.97,0.0,7.146685746323664,56.025009228456746,43.97499077154325,czech-liga-pro_.9,,,,,-7.146685746323664,118.60337256226443
17,13.0,2024-10-23_20:00:00-malecek-brazda,,,,,,,,,,,,,BRA,c1b2cb6-adam-brazda,Adam Brazda,CZE,,2024-10-23 20:00:00,MAL,cfb6bb-ondrej-malecek,Ondrej Malecek,CZE,,25921237.0,2024-10-23_20:00:00-malecek-brazda,cfb6bb-ondrej-malecek-v-c1b2cb6-adam-brazda,564.9406,96.52216,[],,,,,,,,,,,0.1,0.1,Ondrej Malecek v Adam Brazda,1.34,2.99,0.691,0.309,6.0,malecek-brazda,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,3.0,11.0,15.0,11.0,,,488478.0,Brazda A.,BRA,brazda-adam,lZndsDuVd,0.0,8.0,13.0,7.0,,,409961.0,Malecek O.,MAL,malecek-ondrej,13018250.0,brazda-malecek,malecek-brazda,2024-10-23 20:00:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,111261,2024-10-23 20:00:00,malecek-ondrej,brazda-adam,2.99,1.34,63.651321746401074,0.0,52.17688580879567,47.82311419120433,czech-liga-pro_.9,,,,,-63.651321746401074,54.95205081586336
18,14.0,2024-10-24_07:00:00-serak-strnad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,9.0,11.0,4.0,,409911.0,Strnad J.,STR,strnad-jaroslav,lYndsrcJd,3.0,11.0,11.0,6.0,11.0,,460117.0,Serak P.,SER,serak-petr,13021813.0,serak-strnad,serak-strnad,2024-10-24 07:00:00,Ended,finished,czech-liga-pro,1.0,,,,,,,,,,,,,,,,,,,,0.0,111318,2024-10-24 07:00:00,serak-petr,strnad-jaroslav,1.73,2.0,0.0,23.25295542047776,35.38309000275176,64.61690999724824,czech-liga-pro_.9,,,,,-23.25295542047776,31.699095395385598
19,15.0,2024-10-24_07:30:00-mista-nejedly,,,,,,,,,,,,,NEJ,c1a92d3-miroslav-nejedly,Miroslav Nejedly,CZE,,2024-10-24 07:30:00,MIS,c1b27e7-ondrej-mista,Ondrej Mista,CZE,,25935800.0,2024-10-24_07:30:00-mista-nejedly,c1b27e7-ondrej-mista-v-c1a92d3-miroslav-nejedly,33.11616,144.06,[],,,,,,,,,,,0.1,0.1,Ondrej Mista v Miroslav Nejedly,2.74,1.4,0.338,0.662,6.0,mista-nejedly,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,1.0,11.0,6.0,11.0,7.0,,480732.0,Nejedly M.,NEJ,nejedly-miroslav,HoRdsOpVd,3.0,13.0,11.0,7.0,11.0,,488289.0,Mista O.,MIS,mista-ondrej,13021814.0,mista-nejedly,mista-nejedly,2024-10-24 07:30:00,Ended,finished,czech-liga-pro,1.0,,,,,,,,,,,,,,,,,,,,0.0,111350,2024-10-24 07:30:00,mista-ondrej,nejedly-miroslav,1.4,2.74,0.0,9.33745116431419,52.34386498014767,47.65613501985233,czech-liga-pro_.9,,,,,-9.33745116431419,22.36164423107141
20,16.0,2024-10-24_08:00:00-kubat-strnad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,2.0,4.0,,,409911.0,Strnad J.,STR,strnad-jaroslav,lYndsWjod,3.0,11.0,11.0,11.0,,,410496.0,Kubat V.,KUB,kubat-vladimir,13021820.0,kubat-strnad,kubat-strnad,2024-10-24 08:00:00,Ended,finished,czech-liga-pro,1.0,,,,,,,,,,,,,,,,,,,,0.0,111322,2024-10-24 08:00:00,kubat-vladimir,strnad-jaroslav,1.73,2.0,0.0,13.35815552069138,37.03211473361669,62.967885266383306,czech-liga-pro_.9,,,,,-13.35815552069138,9.003488710380028
21,17.0,2024-10-24_10:00:00-lovl-ruzicka,,,,,,,,,,,,,RUZ,c1aba20-jan-ruzicka,Jan Ruzicka,CZE,,2024-10-24 10:00:00,LOV,c1a961d-jan-lovl,Jan Lovl,CZE,,25935812.0,2024-10-24_10:00:00-lovl-ruzicka,c1a961d-jan-lovl-v-c1aba20-jan-ruzicka,135.26744,384.16,[],,,,,,,,,,,0.1,0.1,Jan Lovl v Jan Ruzicka,2.42,1.5,0.383,0.617,8.0,lovl-ruzicka,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,3.0,8.0,4.0,11.0,11.0,11.0,483152.0,Ruzicka J.,RUZ,ruzicka-jan,hyRdscnTd,2.0,11.0,11.0,3.0,4.0,5.0,481157.0,Lovl J.,LOV,lovl-jan,13021826.0,ruzicka-lovl,lovl-ruzicka,2024-10-24 10:00:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,111363,2024-10-24 10:00:00,lovl-jan,ruzicka-jan,1.5,2.42,0.0,26.28852125873225,44.01985238534062,55.98014761465938,czech-liga-pro_.9,,,,,37.329700187399794,46.33318889777982
22,18.0,2024-10-24_11:30:00-zuzanek-pagac,,,,,,,,,,,,,PAG,c1a92ce-zbynek-pagac,Zbynek Pagac,CZE,,2024-10-24 11:30:00,ZUZ,c15a358-jiri-zuzanek,Jiri Zuzanek,CZE,,25935848.0,2024-10-24_11:30:00-zuzanek-pagac,c15a358-jiri-zuzanek-v-c1a92ce-zbynek-pagac,303.28256,18.17704,[],,,,,,,,,,,0.1,0.1,Jiri Zuzanek v Zbynek Pagac,1.19,4.17,0.778,0.222,6.0,zuzanek-pagac,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,3.0,11.0,11.0,11.0,,,480734.0,Pagac Z.,PAG,pagac-zbynek,TzIdsJoRd,0.0,8.0,5.0,5.0,,,458743.0,Zuzanek J.,ZUZ,zuzanek-jiri,13021841.0,pagac-zuzanek,zuzanek-pagac,2024-10-24 11:30:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,111337,2024-10-24 11:30:00,zuzanek-jiri,pagac-zbynek,4.17,1.19,10.993513484561946,0.0,34.67898698772015,65.32101301227985,czech-liga-pro_.9,,,,,-10.993513484561946,35.339675413217876
23,19.0,2024-10-24_12:30:00-sucharda-zuzanek,,,,,,,,,,,,,ZUZ,c15a358-jiri-zuzanek,Jiri Zuzanek,CZE,,2024-10-24 12:30:00,SUC,cfbebc-jan-sucharda,Jan Sucharda,CZE,,25935867.0,2024-10-24_12:30:00-sucharda-zuzanek,cfbebc-jan-sucharda-v-c15a358-jiri-zuzanek,57.624,78.93508,[],,,,,,,,,,,0.1,0.1,Jan Sucharda v Jiri Zuzanek,2.0,1.73,0.464,0.536,7.0,sucharda-zuzanek,TRADING,Czech Liga Pro,EVENT_TYPE_EVENT,3.0,15.0,11.0,8.0,6.0,11.0,458743.0,Zuzanek J.,ZUZ,zuzanek-jiri,NcodsTzId,2.0,13.0,3.0,11.0,11.0,5.0,410138.0,Sucharda J.,SUC,sucharda-jan,13021849.0,zuzanek-sucharda,sucharda-zuzanek,2024-10-24 12:30:00,Ended,finished,czech-liga-pro,2.0,,,,,,,,,,,,,,,,,,,,1.0,111343,2024-10-24 12:30:00,sucharda-jan,zuzanek-jiri,1.73,2.0,0.0,14.94100079006162,36.728819029540375,63.271180970459625,czech-liga-pro_.9,,,,,14.94100079006162,50.2806762032795
